ID,Тип,Артикул,Имя,Описание,Изображение,Названия атрибутов,Значения атрибутов
29628856,Обувь,29628856,кроссовки Air Max Alpha Trainer 5 Black/White,"черный шнуровка спереди двойная петля для подтягивания логотип Nike Swoosh закругленный носок уплотненная щиколотка подошва Air Max резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/29/62/88/56/29628856_59108373_1000.jpg,Знаковые модели;Стиль;Aesthetics,air max;На каждый день;streetwear
31640599,Обувь,31640599,XT-6  S-Lab sneakers,orange  yellow accents  quicklace system  rubber outsole  S-Lab branding  ,https://cdn-images.farfetch-contents.com/31/64/05/99/31640599_61249576_1000.jpg,,
30025434,Обувь,30025434,кроссовки Total 90 3 SP White/Metallic Gold,"белый шнуровка спереди контрастный задник с логотипом логотип сзади логотип Nike Swoosh Дата выпуска: 1 мая 2025 года Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/30/02/54/34/30025434_59445407_1000.jpg,Стиль;Aesthetics,На каждый день;classic
30718843,Обувь,30718843,кроссовки Phantom 4 с камуфляжным принтом,черный камуфляжный принт шнуровка резиновая подошва низкая модель,https://cdn-images.farfetch-contents.com/30/71/88/43/30718843_59986519_1000.jpg,Стиль;Aesthetics,На каждый день;classic
31305008,Обувь,31305008,кроссовки Cloudmonster,черный натуральная резиновая подошва сетчатый верх шнуровка низкая модель дутый воротник,https://cdn-images.farfetch-contents.com/31/30/50/08/31305008_60788464_1000.jpg,Стиль;Aesthetics,На каждый день;edgy
28899670,Обувь,28899670,кроссовки Cloudvista 2,серо-коричневый шнуровка спереди массивная резиновая подошва логотип сбоку дизайн со вставками,https://cdn-images.farfetch-contents.com/28/89/96/70/28899670_58028890_1000.jpg,Стиль;Детали;Высота каблука;Форма носка,На каждый день;На шнуровке;Плоский;Круглый
24265382,Обувь,24265382,кроссовки S-Gendo Run,черный/светло-серый сетчатый дизайн дизайн со вставками вставки из замши и кожи знаковый логотип 3-Stripes логотип сбоку язычок с вышитым логотипом закругленный носок шнуровка спереди петля для подтягивания с логотипом модель без подкладки кожаная стелька с логотипом массивная резиновая подошва,https://cdn-images.farfetch-contents.com/24/26/53/82/24265382_54352683_1000.jpg,Conscious;Стиль;Aesthetics,Оценка Good On You: 3 из 5;На каждый день;streetwear
31426933,Обувь,31426933,кроссовки Adizero Evo SL,темно-зеленый три полоски шнуровка резиновая подошва,https://cdn-images.farfetch-contents.com/31/42/69/33/31426933_60992473_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
30970618,Обувь,30970618,сетчатые кроссовки с полосками,бежевый кожа сетчатый верх три бордовые полоски шнурки резиновая подошва,https://cdn-images.farfetch-contents.com/30/97/06/18/30970618_60834163_1000.jpg,Стиль;Детали;Высота каблука;Форма носка;Aesthetics,На каждый день;На шнуровке;Плоский;Круглый;minimal
31566653,Обувь,31566653,кроссовки Cloudmonster Lumos,черный технология Cloudtec подошва superfoam резиновая подошва,https://cdn-images.farfetch-contents.com/31/56/66/53/31566653_60893139_1000.jpg,Aesthetics,streetwear
24073341,Обувь,24073341,кроссовки Cloud X Z5,серый сетчатый дизайн завязка на шнурке логотип на заднике петля для подтягивания сзади тисненый логотип на язычке тисненый логотип сбоку закругленный носок стелька с логотипом цельная подкладка технология CloudTec® массивная резиновая подошва,https://cdn-images.farfetch-contents.com/24/07/33/41/24073341_55976246_1000.jpg,Conscious;Aesthetics;Высота каблука;Форма носка;Материал и состав,Оценка Good On You: 3 из 5;streetwear;Плоский;Круглый;Синтетический материал
31222480,Обувь,31222480,Cloudsurfer Trail 2 sneakers,black breathable mesh upper cloudtec cushioning lace-up fastening,https://cdn-images.farfetch-contents.com/31/22/24/80/31222480_60775175_1000.jpg,Стиль;Aesthetics,На каждый день;edgy
30927574,Обувь,30927574,кроссовки Cloudsurfer Max,белый дышащий трикотажный верх шнуровка скульптурная подошва технология Cloudtec петля для подтягивания,https://cdn-images.farfetch-contents.com/30/92/75/74/30927574_61075836_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
21071405,Обувь,21071405,кроссовки Gel-1130 Gallery Department Oyster Grey/Clay Grey,"серый/белый сетчатый дизайн дизайн со вставками шнуровка спереди миндалевидный носок нашивка с логотипом на язычке стелька с логотипом резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/21/07/14/05/21071405_55596526_1000.jpg,Стиль;Детали;Высота каблука;Форма носка;Aesthetics;Conscious,На каждый день;На шнуровке;Плоский;Миндалевидный;streetwear;Оценка Good On You: 3 из 5
25488785,Обувь,25488785,кроссовки 530 White,"белый искусственная кожа сетчатые вставки логотип-аппликация закругленный носок шнуровка спереди язычок с логотипом петля для подтягивания сзади стелька с логотипом резиновая подошва подошва с технологией ABZORB® Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/25/48/87/85/25488785_55711683_1000.jpg,Aesthetics;Conscious;Детали;Высота каблука;Форма носка,streetwear;Оценка Good On You: 3 из 5;На шнуровке;Плоский;Круглый
22325118,Обувь,22325118,кроссовки Dunk Low из коллаборации с Kyler Murray,"белый/розовое золото петля для подтягивания сзади носочная деталь логотип на пятке логотип Nike Swoosh нашивка с логотипом на язычке шнуровка спереди перфорированный носок закругленный носок подошва с заклепками Эта модель представлена на авторизованном маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/22/32/51/18/22325118_52257121_1000.jpg,Aesthetics;Conscious;Высота каблука;Форма носка;Материал и состав;Знаковые модели,streetwear;Оценка Good On You: 3 из 5;Плоский;Круглый;Кожа;dunk
29703003,Обувь,29703003,кроссовки Cloudflyer Grey/Orange,"светло-серый шнуровка спереди логотип на пятке логотип сбоку язычок с логотипом закругленный носок стелька с логотипом резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/29/70/30/03/29703003_58897222_1000.jpg,Стиль,На каждый день
31551149,Обувь,31551149,Air Max TL 2.5 low-top sneakers,white  grey accents  purple Swoosh logo  Max Air cushioning  textured upper  rubber sole  ,https://cdn-images.farfetch-contents.com/31/55/11/49/31551149_60875153_1000.jpg,Знаковые модели;Стиль;Детали;Высота каблука;Форма носка;Aesthetics;Материал и состав,air max;На каждый день;На шнуровке;Плоский;Миндалевидный;streetwear;Кожа
31341749,Обувь,31341749,кроссовки Cloudnova Form 2,серый шнуровка форма Cloudnova верх из фактурной ткани резиновая подошва петля для подтягивания,https://cdn-images.farfetch-contents.com/31/34/17/49/31341749_60942109_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
31356471,Обувь,31356471,кроссовки Abzorb U2000 EA,черный скульптурная рифленая подошва сетчатый верх шнуровка уплотненная щиколотка,https://cdn-images.farfetch-contents.com/31/35/64/71/31356471_60831189_1000.jpg,Детали;Высота каблука;Форма носка;Стиль;Aesthetics;Материал и состав,На шнуровке;Плоский;Круглый;На каждый день;streetwear;Синтетический материал
31168515,Обувь,31168515,ботинки с логотипом,черный водонепроницаемый материал шнуровка дутый воротник резиновая подошва логотип,https://cdn-images.farfetch-contents.com/31/16/85/15/31168515_61094000_1000.jpg,Стиль;Aesthetics,На каждый день;classic
31191442,Обувь,31191442,кроссовки Bondi 9,бежевый перфорация шнуровка,https://cdn-images.farfetch-contents.com/31/19/14/42/31191442_60442215_1000.jpg,Детали;Высота каблука;Форма носка;Aesthetics,На шнуровке;Плоский;Миндалевидный;streetwear
29478174,Обувь,29478174,кроссовки Cloudmonster Void,черный шнуровка спереди резиновая подошва язычок с логотипом миндалевидный носок,https://cdn-images.farfetch-contents.com/29/47/81/74/29478174_58461211_1000.jpg,Стиль,На каждый день
29377742,Обувь,29377742,кроссовки Wave Ultima,индиго шнуровка спереди логотип на пятке логотип сбоку нашивка с логотипом на язычке,https://cdn-images.farfetch-contents.com/29/37/77/42/29377742_58463148_1000.jpg,,
26722796,Обувь,26722796,кроссовки XT-6 Expanse,лиловый шнуровка спереди петля для подтягивания с логотипом массивная резиновая подошва логотип сбоку,https://cdn-images.farfetch-contents.com/26/72/27/96/26722796_57019041_1000.jpg,Стиль;Детали;Форма носка;Aesthetics;Conscious;Материал и состав,На каждый день;На шнуровке;Круглый;streetwear;Оценка Good On You: 3 из 5;Резина
29562123,Обувь,29562123,кроссовки MXR,черный шнуровка спереди петля для подтягивания сзади уплотненная щиколотка плоская резиновая подошва,https://cdn-images.farfetch-contents.com/29/56/21/23/29562123_58711214_1000.jpg,Стиль;Детали;Высота каблука;Форма носка;Материал и состав,На каждый день;На шнуровке;Плоский;Круглый;Переработанный материал
29583352,Обувь,29583352,кроссовки ProGrid Triumph 4 Saucony & Friends,"кремовый перфорация резиновая подошва шнуровка вставки из хаки Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/29/58/33/52/29583352_61138557_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
13158203,Обувь,13158203,кроссовки Air Jordan 4 Retro,"Кроссовки 'Air Jordan 4 Retro' от jordan. Миндалевидный носок, шнуровка спереди, заплатка с логотипом на язычке, панели в сетку, фирменная стелька, уплотненная щиколотка, фирменный дизайн каблука и фирменная стелька Nike Air.  Цвет: черный, оранжевый, синий.",https://cdn-images.farfetch-contents.com/13/15/82/03/13158203_15156194_1000.jpg,Стиль;Aesthetics;Conscious;Знаковые модели;Материал и состав,На каждый день;streetwear;Оценка Good On You: 3 из 5;air jordan 4;Кожа
22936231,Обувь,22936231,кроссовки XT-4 OG,светло-серый серо-зеленый сетчатые вставки знаковый декор Agile Chassis™ Skeleton система быстрой шнуровки логотип на заднике уплотненная щиколотка логотип сбоку светоотражающие детали нашивка с логотипом на язычке закругленный носок резиновый носок сетчатая подкладка стелька с логотипом массивная резиновая подошва,https://cdn-images.farfetch-contents.com/22/93/62/31/22936231_53089067_1000.jpg,Стиль;Aesthetics;Conscious,На каждый день;streetwear;Оценка Good On You: 3 из 5
29580608,Обувь,29580608,кроссовки Gel-Nunobiki,белый шнуровка спереди петля для подтягивания сзади технология GEL™ резиновая подошва,https://cdn-images.farfetch-contents.com/29/58/06/08/29580608_58773818_1000.jpg,Стиль;Детали;Высота каблука;Форма носка;Материал и состав,На каждый день;На шнуровке;Плоский;Круглый;Кожа
29626257,Обувь,29626257,кроссовки Kaiwa,красный шнуровка спереди носочная деталь массивная резиновая подошва перфорированный носок,https://cdn-images.farfetch-contents.com/29/62/62/57/29626257_58689581_1000.jpg,Стиль;Детали;Высота каблука;Форма носка;Материал и состав,На каждый день;На шнуровке;Плоский;Миндалевидный;Кожа
30653452,Обувь,30653452,кроссовки Moab Speed 2 с сетчатыми вставками,бежевый сетчатые вставки шнуровка,https://cdn-images.farfetch-contents.com/30/65/34/52/30653452_61087255_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
16813221,Обувь,16813221,кроссовки Zoom MMW 4,"Закругленный носок, плоская резиновая подошва, шнуровка спереди, стелька с логотипом и массивная резиновая подошва. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/16/81/32/21/16813221_33225687_1000.jpg,Стиль;Aesthetics;Conscious;Высота каблука;Форма носка;Знаковые модели;Материал и состав,На каждый день;edgy;Оценка Good On You: 3 из 5;Плоский;Круглый;zoom;Хлопок
12960328,Обувь,12960328,кроссовки Yeezy Boost 350 V2 Cream/Triple White,"цвет: белый верх из материала Primeknit стелька с логотипом петля для подтягивания с логотипом миндалевидный носок шнуровка спереди средний слой подошвы с амортизацией Boost плоская резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/12/96/03/28/12960328_23445015_1000.jpg,Aesthetics;Высота каблука;Стиль;Форма носка;Знаковые модели,streetwear;Плоский;На каждый день;Круглый;boost
30676702,Обувь,30676702,кроссовки Air Winflo 11 со стегаными вставками,"черный стеганый верх амортизация Air низкая модель Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/30/67/67/02/30676702_61194478_1000.jpg,Стиль;Aesthetics,На каждый день;edgy
31677424,Обувь,31677424,кроссовки Terraskin X00-c на скульптурной подошве,белый трикотажный верх шнуровка структурированная подошва узор оранжевая отделка,https://cdn-images.farfetch-contents.com/31/67/74/24/31677424_61109759_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
29578786,Обувь,29578786,кроссовки Cloudhorizon,серо-коричневый шнуровка спереди петля для подтягивания с логотипом промежуточная амортизирующая подошва Cloudfoam массивная резиновая подошва,https://cdn-images.farfetch-contents.com/29/57/87/86/29578786_58902274_1000.jpg,,
21842193,Обувь,21842193,кроссовки UltraBoost 22,красный технология Primeknit знаковый логотип 3-Stripes шнуровка спереди закругленный носок нашивка с логотипом на язычке стелька с логотипом резиновая подошва Continental™,https://cdn-images.farfetch-contents.com/21/84/21/93/21842193_58069598_1000.jpg,Стиль;Знаковые модели,На каждый день;ultraboost
31604557,Обувь,31604557,кроссовки Cloud X,цвет слоновой кости шнуровка резиновая подошва,https://cdn-images.farfetch-contents.com/31/60/45/57/31604557_61077333_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
31070674,Обувь,31070674,кроссовки Climacool,кремовый шнуровка перфорация скульптурная подошва плоская резиновая подошва,https://cdn-images.farfetch-contents.com/31/07/06/74/31070674_60471725_1000.jpg,Стиль;Детали;Форма носка;Aesthetics;Материал и состав,На каждый день;На шнуровке;Круглый;streetwear;Синтетический материал
30739658,Обувь,30739658,кроссовки хайкеры с сетчатыми вставками,черный сетчатый верх подошва с узором шнуровка уплотненная щиколотка подошва с протектором,https://cdn-images.farfetch-contents.com/30/73/96/58/30739658_61046906_1000.jpg,Aesthetics,minimal
23761830,Обувь,23761830,кроссовки GEL-NYC Special Box Green из коллаборации с HIDDEN.NY,"белый/зеленый полоски Tiger закругленный носок шнуровка спереди петля для подтягивания сзади стелька с логотипом резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру. знаковая технология GEL™",https://cdn-images.farfetch-contents.com/23/76/18/30/23761830_53720329_1000.jpg,Aesthetics;Стиль;Conscious,streetwear;На каждый день;Оценка Good On You: 3 из 5
31640594,Обувь,31640594,XT-6 S-Lab sneakers,yellow  contrasting accents  quicklace system  S-Lab branding  ,https://cdn-images.farfetch-contents.com/31/64/05/94/31640594_61249584_1000.jpg,Стиль,На каждый день
29675421,Обувь,29675421,кроссовки V2K Run,белый шнуровка спереди резиновая подошва петля для подтягивания сзади логотип Swoosh,https://cdn-images.farfetch-contents.com/29/67/54/21/29675421_58691635_1000.jpg,Детали;Форма носка;Материал и состав,На шнуровке;Миндалевидный;Кожа
31684824,Обувь,31684824,Orava Advanced sneakers,black  textured knit upper  quickLACE™ system  padded collar  rubber sole  ,https://cdn-images.farfetch-contents.com/31/68/48/24/31684824_61225678_1000.jpg,Стиль;Детали;Высота каблука;Форма носка,На каждый день;На шнуровке;Плоский;Закрытый
30308437,Обувь,30308437,low-top lace-up sneakers,black and white silver-tone logo lace-up fastening low-top design,https://cdn-images.farfetch-contents.com/30/30/84/37/30308437_60787240_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
31504318,Обувь,31504318, кроссовки Adios Pro со вставками,белый кожаный верх вставка черного цвета шнуровка резиновая подошва,https://cdn-images.farfetch-contents.com/31/50/43/18/31504318_60837037_1000.jpg,Стиль;Aesthetics,На каждый день;classic
30753500,Обувь,30753500,зимние ботинки Buxton,коричневый верх из замши резиновая подошва водонепроницаемый материал петля для подтягивания,https://cdn-images.farfetch-contents.com/30/75/35/00/30753500_61235607_1000.jpg,,
28127558,Обувь,28127558,кроссовки Clifton One9,синий сетчатый верх резиновая подошва шнуровка уплотненная щиколотка,https://cdn-images.farfetch-contents.com/28/12/75/58/28127558_60288551_1000.jpg,Детали;Aesthetics;Материал и состав,На шнуровке;streetwear;Синтетический материал
29295188,Обувь,29295188,кроссовки Cloud 6,серо-коричневый шнуровка спереди уплотненная щиколотка знаковая технология CloudTec® пластина Speedboard™,https://cdn-images.farfetch-contents.com/29/29/51/88/29295188_58372267_1000.jpg,Стиль,На каждый день
21684943,Обувь,21684943,кроссовки Supernova 2,"черный дышащий сетчатый верх логотип 3-Stripes шнуровка скульптурная подошва резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/21/68/49/43/21684943_60873467_1000.jpg,Стиль;Детали;Высота каблука;Форма носка;Aesthetics,На каждый день;На шнуровке;Плоский;Круглый;classic
29925039,Обувь,29925039,кроссовки Premier Road Ultra Ltd,светло-серый шнуровка спереди уплотненная щиколотка резиновая подошва вставки,https://cdn-images.farfetch-contents.com/29/92/50/39/29925039_59230101_1000.jpg,Стиль;Aesthetics;Материал и состав,На каждый день;streetwear;Кожа
29303263,Обувь,29303263,кроссовки Wave Mujin LS GTX,черный шнуровка спереди петля для подтягивания сзади уплотненная щиколотка подошва Vibram®,https://cdn-images.farfetch-contents.com/29/30/32/63/29303263_58665154_1000.jpg,Стиль;Детали;Высота каблука;Форма носка,На каждый день;На шнуровке;Плоский;Круглый
30225136,Обувь,30225136,кроссовки Cloud 5 Push Hay/Acacia,"пастельно-желтый шнуровка спереди дизайн со вставками тисненый логотип сбоку тисненый логотип на язычке закругленный носок резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/30/22/51/36/30225136_59680165_1000.jpg,Стиль;Aesthetics,На каждый день;edgy
29818093,Обувь,29818093,кроссовки Cloudswift Olive/Thorn,"зеленый шнуровка спереди сетчатый дизайн тисненый логотип сбоку язычок с логотипом закругленный носок стелька с логотипом резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/29/81/80/93/29818093_58904233_1000.jpg,Стиль,На каждый день
31559361,Обувь,31559361,кроссовки Vapor Edge,"синий подошва с протектором замшевый верх узор в мелкую точку Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/31/55/93/61/31559361_60990001_1000.jpg,Стиль;Aesthetics,На каждый день;streetwear
21954789,Обувь,21954789,кроссовки Air Jordan Max Aura 4 Cool Grey,"Серый, телячья кожа, лакированная отделка, сетчатые вставки, логотип Jumpman, закругленный носок, шнуровка спереди, стелька с логотипом и резиновая подошва. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/21/95/47/89/21954789_52033413_1000.jpg,Стиль;Aesthetics;Conscious;Высота каблука;Форма носка;Материал и состав;Знаковые модели,На каждый день;streetwear;Оценка Good On You: 3 из 5;Плоский;Круглый;Кожа;jordan
28928823,Обувь,28928823,кроссовки Cloud 6,голубой шнуровка спереди знаковая технология CloudTec® пластина Speedboard™ логотип на пятке,https://cdn-images.farfetch-contents.com/28/92/88/23/28928823_58253913_1000.jpg,Стиль;Детали;Высота каблука;Форма носка,На каждый день;На шнуровке;Плоский;Круглый
23043311,Обувь,23043311,сетчатые кроссовки Cloudrunner,черный/белый сетчатый дизайн optimal impact protection вентилируемая модель логотип сбоку и на язычке отделка лентой с логотипом логотип на пятке закругленный носок шнуровка спереди уплотненная щиколотка логотип на стельке технология CloudTec® с подошвой из пены Zero-Gravity массивная резиновая подошва,https://cdn-images.farfetch-contents.com/23/04/33/11/23043311_53208689_1000.jpg,Стиль;Aesthetics;Conscious,На каждый день;classic;Оценка Good On You: 3 из 5
24689442,Обувь,24689442,кроссовки LaFrancé Moment Alpine Snow из коллаборации с LaMelo Ball,"светло-бежевый шнуровка спереди петля для подтягивания сзади логотип на пятке язычок с логотипом массивный язычок бирка с логотипом закругленный носок подошва из этиленвинилацетата (EVA) логотип на подошве плоская подошва Дата выпуска: 5 июля 2024 года Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/24/68/94/42/24689442_58841480_1000.jpg,Conscious;Стиль;Материал и состав,Оценка Good On You: 4 из 5;На каждый день;Кожа
23806474,Обувь,23806474,кроссовки V2K Run Pure Platinum/Metallic Silver,"белый/серебристый сетчатый дизайн логотип Nike Swoosh нашивка с логотипом на язычке светоотражающие детали окантовка из искусственной кожи закругленный носок шнуровка спереди петля для подтягивания сзади стелька с логотипом массивная резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/23/80/64/74/23806474_53810516_1000.jpg,Стиль;Aesthetics;Conscious,На каждый день;streetwear;Оценка Good On You: 3 из 5
24297818,Обувь,24297818,кроссовки 530 Sea Salt/White/Ginger Lemon/Silver Metallic,"белый сетчатый дизайн логотип-аппликация язычок с логотипом окантовка из искусственной кожи закругленный носок шнуровка спереди петля для подтягивания сзади стелька с логотипом подошва с технологией ABZORB® резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/24/29/78/18/24297818_54393757_1000.jpg,Стиль;Детали;Форма носка;Aesthetics;Conscious,На каждый день;На шнуровке;Круглый;streetwear;Оценка Good On You: 3 из 5
26685070,Обувь,26685070,кроссовки Air Force 1 из коллаборации с Jason Voorhees,"белый телячья кожа шнуровка спереди логотип на пятке логотип Nike Swoosh нашивка с логотипом на язычке перфорированный носок закругленный носок стелька с логотипом подошва с технологией Air резиновая подошва Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок. Эта модель представлена на маркетплейсе, где можно найти самые редкие модели кроссовок, о которых мечтают коллекционеры и любители streetwear по всему миру.",https://cdn-images.farfetch-contents.com/26/68/50/70/26685070_56690401_1000.jpg,Conscious;Стиль;Aesthetics;Знаковые модели,Оценка Good On You: 3 из 5;На каждый день;classic;air force 1
31531968,Обувь,31531968,кроссовки Terrex Free Hiker 2.0,серый резиновая подошва Continental™ промежуточная подошва Boost мембрана Gore-Tex® шнуровка,https://cdn-images.farfetch-contents.com/31/53/19/68/31531968_60979397_1000.jpg,Стиль;Знаковые модели;Aesthetics,На каждый день;continental;streetwear
31223161,Обувь,31223161,Cloud 6 Versa low-top sneakers,white slip-on design lace-up closure rubber outsole,https://cdn-images.farfetch-contents.com/31/22/31/61/31223161_60787289_1000.jpg,Aesthetics,streetwear
21996383,Обувь,21996383,кроссовки Zoom 2k,"Кроссовки Zoom 2k от Nike (Найки). Резиновая подошва, петля для подтягивания сзади, шнуровка спереди, фирменная галочка Nike и закругленный носок. Цвет: разноцветный. Модель в стиле унисекс. ",https://cdn-images.farfetch-contents.com/21/99/63/83/21996383_51835050_1000.jpg,Стиль;Aesthetics;Conscious;Тип каблука;Форма носка;Материал и состав;Высота каблука;Знаковые модели,На каждый день;streetwear;Оценка Good On You: 3 из 5;Каблук на платформе;Круглый;Кожа;Плоский;zoom
